,movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,Romance,Adventure,History,Fantasy,Horror,Sci-Fi,Comedy,Action,Sport,Music,Animation,War,Drama,Musical,Western,Documentary,Biography,Family,Thriller,Mystery,Crime
11,Quantum of Solace ,0.49507389162561577,0.2354948805460751,0.01717391304347826,0.01708695652173913,0.0007046875,0.22138932961642138,0.19574704303970666,0.0030804135641740137,0.023255813953488372,0.26618088298328335,0.0,0.4,0.6666654444399629,0.9,0.003007299270072993,0.6623376623376622,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Pirates of the Caribbean: Dead Man's Chest ,0.3842364532019704,0.3890784982935154,0.024478260869565217,0.043478260869565216,0.0625,0.556251234245432,0.3089335531696555,0.07382942761865607,0.046511627906976744,0.3924132018859837,1.0,0.4,0.7499990833299722,0.875,0.0364963503649635,0.7402597402597401,0.014326647564469915,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,The Lone Ranger ,0.5529556650246306,0.3856655290102389,0.024478260869565217,0.043478260869565216,0.0625,0.11740776207031152,0.10757263534906512,0.0696739908333714,0.023255813953488372,0.15216459494213458,1.0,0.4,0.7166656277739685,0.9625,0.014598540145985401,0.6363636363636364,0.13753581661891118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Man of Steel ,0.9014778325123153,0.36177474402730375,0.0,0.03252173913043478,0.0234375,0.3826678416260653,0.3246359503403478,0.031207650023601784,0.0,0.5432918988426918,1.0,0.4,0.7499990833299722,0.9625,0.021897810218978103,0.7272727272727271,0.33810888252148996,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,The Chronicles of Narnia: Prince Caspian ,0.31650246305418717,0.3856655290102389,0.0034782608695652175,0.008739130434782609,0.034375,0.18620954916249718,0.08871176783201222,0.03456062613250499,0.09302325581395349,0.09365623660522931,1.0,0.2,0.7499990833299722,0.9,0.0015766423357664234,0.6493506493506492,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,The Avengers ,0.8645320197044335,0.4641638225255973,0.0,0.8260869565217391,0.040625,0.8195590114246486,0.5890798713649776,0.13353585187215447,0.06976744186046512,0.36883840548649804,1.0,0.4,0.7333323555519704,0.95,0.15328467153284672,0.844155844155844,0.3524355300859599,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Pirates of the Caribbean: On Stranger Tides ,0.5504926108374384,0.3378839590443686,0.010956521739130434,0.043478260869565216,0.0625,0.31697770081092314,0.21937195145767815,0.08235195590273019,0.09302325581395349,0.1035147878268324,1.0,0.4,0.8333327222199814,0.9375,0.08029197080291971,0.6623376623376622,0.166189111747851,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Men in Black 3 ,0.5541871921182266,0.2354948805460751,0.00817391304347826,0.031217391304347825,0.015625,0.23539637096787341,0.15868221302423682,0.01914333135382882,0.023255813953488372,0.07286755250750107,1.0,0.4,0.7499990833299722,0.95,0.005956204379562044,0.6753246753246751,0.11461318051575932,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,The Amazing Spider-Man ,0.7364532019704434,0.39590443686006827,0.02017391304347826,0.041869565217391304,0.0234375,0.34454725529114894,0.26736685245439834,0.04338008009379806,0.0,0.26232318902700386,1.0,0.4,0.766665811107974,0.95,0.072992700729927,0.7012987012987012,0.16045845272206305,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Robin Hood ,0.4211822660098522,0.4061433447098976,0.0,0.03208695652173913,0.0013921875,0.1383541358400069,0.1253108462712059,0.004939625112298814,0.0,0.11680240034290613,1.0,0.4,0.6666654444399629,0.925,0.006437956204379562,0.6623376623376622,0.04871060171919771,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,The Hobbit: The Desolation of Smaug ,0.625615763546798,0.5085324232081911,0.0,0.03360869565217391,0.0078125,0.3397145345278559,0.2861490097304796,0.013935711784142647,0.13953488372093023,0.20360051435919416,1.0,0.4,0.7499990833299722,0.9625,0.007094890510948905,0.8181818181818181,0.23782234957020057,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,The Golden Compass ,0.3078817733990148,0.2593856655290102,0.005608695652173913,0.043478260869565216,0.025,0.09215298088766116,0.08817736672225701,0.03670610448738446,0.046511627906976744,0.14252036005143592,1.0,0.4,0.5999985333279555,0.8875,0.043795620437956206,0.5844155844155844,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,Titanic ,0.3866995073891626,0.5358361774744027,0.0,0.034521739130434784,0.0453125,0.8660974934838837,0.46932431104866895,0.06886087128652567,0.0,0.5415773681954565,1.0,0.4,0.6666654444399629,0.7625,0.10218978102189781,0.792207792207792,0.07449856733524356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Captain America: Civil War ,0.6342364532019704,0.37542662116040953,0.00408695652173913,0.4782608695652174,0.0328125,0.535429092377053,0.16135481037933602,0.09866764119196626,0.0,0.21881697385340762,1.0,0.4,0.8333327222199814,1.0,0.1386861313868613,0.857142857142857,0.20630372492836677,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Battleship ,0.4630541871921182,0.32081911262798635,0.023130434782608695,0.02726086956521739,0.021875,0.08569627373881379,0.11975792754160103,0.04062400073089398,0.0,0.1607372481783112,1.0,0.4,0.6966655544403663,0.95,0.072992700729927,0.5584415584415584,0.12607449856733524,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,Jurassic World ,0.791871921182266,0.29692832764505117,0.015869565217391305,0.043478260869565216,0.0046875,0.8575570765633111,0.24748866986794435,0.012878960912399312,0.0,0.2762537505357908,1.0,0.4,0.4999981666599444,0.9875,0.014598540145985401,0.7012987012987012,0.4297994269340974,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,Skyfall ,0.9224137931034483,0.36177474402730375,0.0,0.01708695652173913,0.0013796875,0.40020712075551723,0.3089276351064245,0.0031047766966637736,0.0,0.3208315473639091,0.0,0.4,0.6666654444399629,0.95,0.0041094890510948905,0.805194805194805,0.22922636103151864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28,Spider-Man 2 ,0.3682266009852217,0.33447098976109213,0.0,0.17391304347826086,0.0375,0.49095945365492494,0.2433164352901212,0.06606672452910634,0.023255813953488372,0.2790398628375482,1.0,0.4,0.6666654444399629,0.85,0.08029197080291971,0.7402597402597401,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Iron Man 3 ,0.7475369458128078,0.5392491467576792,0.043478260869565216,0.13043478260869565,0.0328125,0.5377893525464438,0.3299124955170671,0.04632954182083961,0.06976744186046512,0.2541791684526361,1.0,0.4,0.6666654444399629,0.9625,0.029197080291970802,0.7272727272727271,0.2722063037249284,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Alice in Wonderland ,0.5541871921182266,0.24232081911262798,0.5652173913043478,0.4782608695652174,0.0625,0.43942438211831475,0.18126909315149886,0.12175018653023313,0.0,0.15752250321474495,1.0,0.2,0.6666654444399629,0.925,0.18248175182481752,0.6363636363636364,0.06876790830945559,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,Monsters University ,0.4618226600985222,0.22866894197952217,0.001608695652173913,0.03304347826086956,0.01875,0.3530385403941462,0.13907626134640674,0.02263182738720631,0.0,0.05657951135876554,1.0,0.0,0.6666654444399629,0.9625,0.0056861313868613135,0.7402597402597401,0.12607449856733524,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,Transformers: Revenge of the Fallen ,0.44950738916256155,0.3856655290102389,0.0,0.02017391304347826,0.001396875,0.5286959452834418,0.19126292652961221,0.004900035022002954,0.0,0.30818688384054865,1.0,0.4,0.6666654444399629,0.9125,0.0042408759124087595,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Transformers: Age of Extinction ,0.4642857142857143,0.43686006825938567,0.0,0.035130434782608695,0.001521875,0.32271633655117,0.1434526691056978,0.006072510773072648,0.046511627906976744,0.19652807543934847,1.0,0.4,0.6999988999959667,0.975,0.0069781021897810215,0.5324675324675323,0.16045845272206305,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Oz the Great and Powerful ,0.645320197044335,0.3174061433447099,0.0,0.4782608695652174,0.06875,0.30887677072701036,0.10379513558874669,0.11182830082377841,0.09302325581395349,0.1093013287612516,1.0,0.2,0.7166656277739685,0.9625,0.10948905109489052,0.6233766233766234,0.17191977077363896,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,The Amazing Spider-Man 2 ,0.6083743842364532,0.3583617747440273,0.02017391304347826,0.035869565217391305,0.0234375,0.2667348559051956,0.19009115000988316,0.04359630289464468,0.0,0.2284612087441063,1.0,0.4,0.6666654444399629,0.975,0.072992700729927,0.6623376623376622,0.1174785100286533,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,TRON: Legacy ,0.5763546798029556,0.3003412969283277,0.01582608695652174,0.043478260869565216,0.01875,0.22623263676438723,0.1563321501152247,0.0389048771945853,0.0,0.14230604372053152,1.0,0.2,0.5666650777719519,0.925,0.072992700729927,0.6753246753246751,0.08595988538681948,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Cars 2 ,0.3731527093596059,0.2354948805460751,0.02117391304347826,0.03373913043478261,0.0015625,0.2517407982187166,0.059864760419046224,0.006824722488693984,0.0,0.060437205315045005,1.0,0.0,0.6666654444399629,0.9375,0.006708029197080292,0.6103896103896103,0.02865329512893983,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,Green Lantern ,0.5357142857142857,0.2935153583617747,0.011217391304347827,0.01417391304347826,0.025,0.15330926939792008,0.13219237019616012,0.02688623939823063,0.046511627906976744,0.11765966566652379,1.0,0.4,0.6666654444399629,0.9375,0.002686131386861314,0.5194805194805193,0.06876790830945559,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Toy Story 3 ,0.5566502463054187,0.22525597269624573,0.005434782608695652,0.03134782608695652,0.0234375,0.5456686220652309,0.3224527768144486,0.029060648972941697,0.06976744186046512,0.15687955422203173,1.0,0.0,0.6666654444399629,0.925,0.0072992700729927005,0.8701298701298702,0.08595988538681948,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,Terminator Salvation ,0.5184729064039408,0.2764505119453925,0.016,0.042956521739130435,0.0359375,0.1647842897430816,0.1692998102668928,0.041825407701795256,0.0,0.20852978996999572,1.0,0.4,0.6666654444399629,0.9125,0.021897810218978103,0.6493506493506492,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Furious 7 ,0.520935960591133,0.3515358361774744,0.0,0.6086956521739131,0.040625,0.4602643516110129,0.16464643714839305,0.12052137103528086,0.0,0.14059151307329618,1.0,0.4,0.6333319888839593,0.9875,0.1678832116788321,0.7272727272727271,0.2693409742120344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
42,World War Z ,0.8041871921182266,0.2935153583617747,0.01717391304347826,0.043478260869565216,0.0265625,0.26607434492251114,0.2751881648204282,0.04932316172551886,0.0,0.21303043291898843,1.0,0.4,0.6333319888839593,0.9625,0.08029197080291971,0.7012987012987012,0.36962750716332377,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,X-Men: Days of Future Past ,0.6625615763546798,0.3822525597269625,0.0,0.8695652173913043,0.053125,0.30757751587279203,0.3042494061223548,0.139226166004294,0.16279069767441862,0.1609515645092156,1.0,0.4,0.6666654444399629,0.975,0.16058394160583941,0.8311688311688311,0.2349570200573066,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,Star Trek Into Darkness ,0.7253694581280788,0.3242320819112628,0.6086956521739131,0.04034782608695652,0.0296875,0.3007941902888694,0.23408958290673962,0.03260243935864054,0.0,0.2507501071581654,1.0,0.4,0.6333319888839593,0.9625,0.007160583941605839,0.805194805194805,0.2636103151862464,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Jack the Giant Slayer ,0.41502463054187194,0.2627986348122867,0.0,0.00608695652173913,0.0015296875,0.08569456434866665,0.06296464193942033,0.0026890807485572456,0.023255813953488372,0.04372053150450064,1.0,0.4,0.6499987166619611,0.9625,0.004065693430656934,0.6103896103896103,0.06303724928366762,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Prince of Persia: The Sands of Time ,0.37561576354679804,0.2696245733788396,0.007782608695652174,0.01026086956521739,0.0234375,0.11933507710764413,0.1316064819362956,0.02459001416107076,0.046511627906976744,0.09687098156879555,1.0,0.4,0.6666654444399629,0.925,0.004138686131386861,0.6493506493506492,0.0659025787965616,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Pacific Rim ,0.7068965517241379,0.32081911262798635,0.0,0.03995652173913043,0.025,0.13383838334695078,0.22555277669608734,0.029183987331171106,0.0,0.2368195456493785,1.0,0.4,0.6333319888839593,0.9625,0.007065693430656934,0.7012987012987012,0.23782234957020057,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Transformers: Dark of the Moon ,0.5258620689655172,0.3993174061433447,0.0,0.025260869565217392,0.001396875,0.46332109490636136,0.19302236672817508,0.003948350159121709,0.046511627906976744,0.1924560651521646,1.0,0.4,0.6499987166619611,0.9375,0.006051094890510949,0.6103896103896103,0.1318051575931232,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Indiana Jones and the Kingdom of the Crystal Skull ,0.5775862068965517,0.2901023890784983,0.6086956521739131,0.043478260869565216,0.0171875,0.4168419023869219,0.1975597458073481,0.02277800618214487,0.046511627906976744,0.43999142734676383,1.0,0.4,0.6166652611059574,0.9,0.0072992700729927005,0.5974025974025973,0.014326647564469915,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Brave ,0.5997536945812808,0.19112627986348124,0.002434782608695652,0.036434782608695655,0.003125,0.31200509407731236,0.16187915078159862,0.0076210923819530095,0.0,0.09151307329618517,1.0,0.2,0.6166652611059574,0.95,0.0072992700729927005,0.7272727272727271,0.11174785100286533,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,Star Trek Beyond ,0.39532019704433496,0.2901023890784983,0.029608695652173913,0.004565217391304348,0.001559375,0.1715542939180961,0.031711941823071216,0.0020206173008694593,0.09302325581395349,0.09237033861980283,1.0,0.4,0.6166652611059574,1.0,0.0008686131386861314,0.7662337662337662,0.08595988538681948,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,WALL·E ,0.5172413793103449,0.20819112627986347,0.020652173913043477,0.022695652173913044,0.0015625,0.2942862224742559,0.42539926213587637,0.004530019947314726,0.0,0.22331761680240034,1.0,0.0,0.5999985333279555,0.9,0.005321167883211679,0.8831168831168831,0.045845272206303724,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,Rush Hour 3 ,0.19827586206896552,0.18430034129692832,0.018260869565217393,0.007521739130434782,0.00041875,0.18419355622399314,0.07164525708658481,0.001713032753186241,0.046511627906976744,0.04714959279897128,1.0,0.4,0.4666647111039407,0.8875,0.0019562043795620437,0.5974025974025973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
54,2012 ,0.45073891625615764,0.4129692832764505,0.03373913043478261,0.013478260869565217,0.0015625,0.21842253837536174,0.16771554473996622,0.0032646597536278225,0.0,0.22588941277325333,1.0,0.4,0.6666654444399629,0.9125,0.003416058394160584,0.5454545454545453,0.03724928366762178,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,A Christmas Carol ,0.29433497536945813,0.20136518771331058,0.0,0.43478260869565216,0.028125,0.18126030321762032,0.04307580683915059,0.07442632436465518,0.0,0.0531504500642949,1.0,0.2,0.6666654444399629,0.9125,0.10218978102189781,0.6753246753246751,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,Jupiter Ascending ,0.47167487684729065,0.30716723549488056,0.0,0.5652173913043478,0.0265625,0.06229362729990949,0.08259900032075902,0.07207528207939336,0.023255813953488372,0.15409344192027433,1.0,0.4,0.5866651511055541,0.9875,0.10948905109489052,0.49350649350649345,0.12607449856733524,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,The Legend of Tarzan ,0.3041871921182266,0.24914675767918087,0.012260869565217391,0.004478260869565217,0.0171875,0.16311665605249345,0.025062997783093514,0.03224308315441658,0.046511627906976744,0.05100728675525075,1.0,0.4,0.5999985333279555,1.0,0.072992700729927,0.6493506493506492,0.0830945558739255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",0.3485221674876847,0.3856655290102389,0.0034782608695652175,0.0035652173913043477,0.0015625,0.38357287166488907,0.16954304266568507,0.0020053903430633595,0.11627906976744186,0.3133304757822546,1.0,0.2,0.5999985333279555,0.8625,0.001386861313868613,0.6883116883116883,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
